State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
TN,Macon County,47111,Large fringe metro,16.00,315.00
TN,Madison County,47113,Small metro,725.00,3793.00
TN,Marion County,47115,Medium metro,18.00,445.00
TN,Marshall County,47117,Micropolitan,22.00,453.00
TN,Maury County,47119,Large fringe metro,285.00,2161.00
TN,Monroe County,47123,Noncore,58.00,827.00
TN,Montgomery County,47125,Medium metro,211.00,2448.00
TN,Obion County,47131,Micropolitan,70.00,617.00
TN,Overton County,47133,Micropolitan,42.00,453.00
TN,Perry County,47135,Noncore,16.00,124.00
TN,Putnam County,47141,Micropolitan,268.00,2100.00
TN,Rhea County,47143,Micropolitan,39.00,606.00
TN,Roane County,47145,Medium metro,82.00,1086.00
TN,Robertson County,47147,Large fringe metro,78.00,1073.00
TN,Rutherford County,47149,Large fringe metro,667.00,4801.00
TN,Scott County,47151,Noncore,12.00,334.00
TN,Sevier County,47155,Micropolitan,141.00,1647.00
TN,Shelby County,47157,Large central metro,2027.00,19243.00
TN,Smith County,47159,Large fringe metro,10.00,301.00
TN,Stewart County,47161,Noncore,11.00,149.00
TN,Sullivan County,47163,Medium metro,596.00,5636.00
TN,Sumner County,47165,Large fringe metro,345.00,2835.00
TN,Tipton County,47167,Large fringe metro,41.00,686.00
TN,Unicoi County,47171,Small metro,17.00,418.00
TN,Van Buren County,47175,Noncore,10.00,97.00
TN,Warren County,47177,Micropolitan,57.00,687.00
TN,Washington County,47179,Small metro,439.00,4118.00
TN,Wayne County,47181,Noncore,10.00,247.00
TN,Weakley County,47183,Micropolitan,26.00,558.00
TN,White County,47185,Noncore,22.00,455.00
TN,Williamson County,47187,Large fringe metro,227.00,2088.00
TN,Wilson County,47189,Large fringe metro,153.00,1710.00
TX,Anderson County,48001,Micropolitan,124.00,968.00
TX,Andrews County,48003,Micropolitan,25.00,167.00
TX,Angelina County,48005,Micropolitan,317.00,1972.00
TX,Atascosa County,48013,Large fringe metro,96.00,671.00
TX,Austin County,48015,Large fringe metro,10.00,354.00
TX,Bastrop County,48021,Large fringe metro,18.00,911.00
TX,Bee County,48025,Micropolitan,33.00,383.00
TX,Bell County,48027,Medium metro,636.00,5416.00
TX,Bexar County,48029,Large central metro,5011.00,30482.00
TX,Bosque County,48035,Noncore,13.00,344.00
TX,Bowie County,48037,Small metro,445.00,2764.00
TX,Brazoria County,48039,Large fringe metro,426.00,3817.00
TX,Brazos County,48041,Small metro,483.00,2848.00
TX,Brown County,48049,Micropolitan,124.00,862.00
TX,Burleson County,48051,Small metro,13.00,249.00
TX,Burnet County,48053,Noncore,85.00,791.00
TX,Caldwell County,48055,Large fringe metro,39.00,444.00
TX,Calhoun County,48057,Micropolitan,14.00,285.00
TX,Callahan County,48059,Small metro,14.00,190.00
TX,Cameron County,48061,Medium metro,1808.00,6771.00
TX,Camp County,48063,Noncore,16.00,226.00
TX,Cass County,48067,Noncore,33.00,557.00
TX,Castro County,48069,Noncore,13.00,90.00
TX,Chambers County,48071,Large fringe metro,17.00,381.00
TX,Cherokee County,48073,Micropolitan,103.00,768.00
TX,Childress County,48075,Noncore,11.00,136.00
TX,Coleman County,48083,Noncore,21.00,199.00
TX,Collin County,48085,Large central metro,1471.00,11175.00
TX,Colorado County,48089,Noncore,17.00,360.00
TX,Comal County,48091,Large fringe metro,348.00,2520.00
TX,Comanche County,48093,Noncore,31.00,273.00
TX,Cooke County,48097,Micropolitan,50.00,573.00
TX,Coryell County,48099,Medium metro,39.00,638.00
TX,Crane County,48103,Noncore,14.00,80.00
TX,Dallas County,48113,Large central metro,4248.00,31805.00
TX,Dawson County,48115,Micropolitan,31.00,168.00
TX,Deaf Smith County,48117,Micropolitan,28.00,192.00
TX,Denton County,48121,Large fringe metro,900.00,7523.00
TX,DeWitt County,48123,Noncore,44.00,310.00
TX,Eastland County,48133,Noncore,19.00,336.00
TX,Ector County,48135,Small metro,523.00,2676.00
TX,Ellis County,48139,Large fringe metro,241.00,2137.00
TX,El Paso County,48141,Medium metro,3115.00,13015.00
TX,Erath County,48143,Micropolitan,42.00,476.00
TX,Falls County,48145,Medium metro,12.00,168.00
TX,Fannin County,48147,Noncore,44.00,533.00
TX,Fayette County,48149,Noncore,23.00,461.00
TX,Floyd County,48153,Noncore,22.00,106.00
TX,Fort Bend County,48157,Large fringe metro,666.00,6223.00
TX,Freestone County,48161,Noncore,24.00,288.00
TX,Frio County,48163,Noncore,25.00,209.00
TX,Gaines County,48165,Noncore,11.00,147.00
TX,Galveston County,48167,Large fringe metro,628.00,4823.00
TX,Gillespie County,48171,Micropolitan,57.00,583.00
TX,Gonzales County,48177,Noncore,28.00,275.00
TX,Gray County,48179,Micropolitan,51.00,373.00
TX,Grayson County,48181,Small metro,513.00,3279.00
TX,Gregg County,48183,Small metro,580.00,3433.00
TX,Grimes County,48185,Noncore,13.00,329.00
TX,Guadalupe County,48187,Large fringe metro,168.00,1714.00
TX,Hale County,48189,Micropolitan,100.00,455.00
TX,Hamilton County,48193,Noncore,20.00,171.00
TX,Hardin County,48199,Medium metro,21.00,589.00
TX,Harris County,48201,Large central metro,7491.00,56870.00
TX,Harrison County,48203,Micropolitan,40.00,758.00
TX,Hartley County,48205,Noncore,10.00,90.00
TX,Haskell County,48207,Noncore,13.00,106.00
TX,Hays County,48209,Large fringe metro,204.00,2197.00
TX,Henderson County,48213,Micropolitan,103.00,1508.00
TX,Hidalgo County,48215,Medium metro,2862.00,10951.00
TX,Hill County,48217,Noncore,50.00,562.00
TX,Hockley County,48219,Micropolitan,46.00,276.00
TX,Hood County,48221,Large fringe metro,118.00,1160.00
TX,Hopkins County,48223,Micropolitan,131.00,792.00
TX,Houston County,48225,Noncore,21.00,378.00
TX,Howard County,48227,Micropolitan,64.00,564.00
TX,Hunt County,48231,Large fringe metro,157.00,1537.00
TX,Hutchinson County,48233,Micropolitan,33.00,307.00
TX,Jasper County,48241,Noncore,32.00,598.00
TX,Jefferson County,48245,Medium metro,732.00,5687.00
TX,Jim Wells County,48249,Micropolitan,56.00,543.00
TX,Johnson County,48251,Large fringe metro,138.00,1787.00
TX,Jones County,48253,Small metro,11.00,216.00
TX,Karnes County,48255,Noncore,22.00,187.00
TX,Kaufman County,48257,Large fringe metro,89.00,1325.00
TX,Kendall County,48259,Large fringe metro,39.00,603.00
TX,Kerr County,48265,Micropolitan,85.00,1214.00
TX,Kleberg County,48273,Micropolitan,64.00,430.00
TX,Knox County,48275,Noncore,15.00,83.00
TX,Lamar County,48277,Micropolitan,207.00,1358.00
TX,Lamb County,48279,Noncore,36.00,211.00
TX,Lampasas County,48281,Medium metro,13.00,296.00
TX,Lavaca County,48285,Noncore,48.00,347.00
TX,Lee County,48287,Noncore,11.00,178.00
TX,Liberty County,48291,Large fringe metro,48.00,867.00
TX,Limestone County,48293,Noncore,39.00,430.00
TX,Llano County,48299,Noncore,33.00,426.00
TX,Lubbock County,48303,Medium metro,1508.00,7149.00
TX,McLennan County,48309,Medium metro,678.00,4757.00
TX,Matagorda County,48321,Micropolitan,74.00,517.00
TX,Maverick County,48323,Micropolitan,180.00,732.00
TX,Medina County,48325,Large fringe metro,21.00,518.00
TX,Midland County,48329,Small metro,356.00,2149.00
TX,Milam County,48331,Noncore,18.00,305.00
TX,Mills County,48333,Noncore,10.00,90.00
TX,Montague County,48337,Noncore,31.00,376.00
TX,Montgomery County,48339,Large fringe metro,1156.00,9418.00
TX,Moore County,48341,Micropolitan,43.00,202.00
TX,Nacogdoches County,48347,Micropolitan,243.00,1285.00
TX,Navarro County,48349,Micropolitan,128.00,819.00
TX,Newton County,48351,Medium metro,17.00,167.00
TX,Nolan County,48353,Micropolitan,50.00,285.00
TX,Nueces County,48355,Medium metro,1077.00,6943.00
TX,Ochiltree County,48357,Noncore,16.00,93.00
TX,Orange County,48361,Medium metro,19.00,962.00
TX,Palo Pinto County,48363,Micropolitan,61.00,521.00
TX,Panola County,48365,Noncore,29.00,404.00
TX,Parker County,48367,Large fringe metro,116.00,1543.00
TX,Parmer County,48369,Noncore,25.00,115.00
TX,Polk County,48373,Noncore,58.00,915.00
TX,Potter County,48375,Medium metro,990.00,4332.00
TX,Randall County,48381,Medium metro,79.00,1179.00
TX,Reeves County,48389,Micropolitan,19.00,177.00
TX,Robertson County,48395,Small metro,11.00,227.00
TX,Rockwall County,48397,Large fringe metro,270.00,1517.00
TX,Runnels County,48399,Noncore,28.00,201.00
TX,Rusk County,48401,Small metro,45.00,686.00
TX,Sabine County,48403,Noncore,19.00,229.00
TX,San Augustine County,48405,Noncore,17.00,192.00
TX,San Patricio County,48409,Medium metro,29.00,662.00
TX,Scurry County,48415,Micropolitan,40.00,230.00
TX,Shelby County,48419,Noncore,15.00,301.00
TX,Smith County,48423,Small metro,1173.00,7089.00
TX,Somervell County,48425,Large fringe metro,22.00,184.00
TX,Starr County,48427,Micropolitan,89.00,538.00
TX,Tarrant County,48439,Large central metro,4283.00,29172.00
TX,Taylor County,48441,Small metro,677.00,3317.00
TX,Terry County,48445,Noncore,22.00,180.00
TX,Titus County,48449,Micropolitan,77.00,585.00
TX,Tom Green County,48451,Small metro,390.00,2411.00
TX,Travis County,48453,Large central metro,1348.00,12170.00
TX,Tyler County,48457,Noncore,20.00,353.00
TX,Upshur County,48459,Small metro,17.00,505.00
TX,Uvalde County,48463,Micropolitan,47.00,421.00
TX,Val Verde County,48465,Micropolitan,110.00,558.00
TX,Van Zandt County,48467,Noncore,39.00,770.00
TX,Victoria County,48469,Small metro,408.00,2065.00
TX,Walker County,48471,Micropolitan,86.00,800.00
TX,Waller County,48473,Large fringe metro,13.00,388.00
TX,Washington County,48477,Micropolitan,59.00,556.00
TX,Webb County,48479,Medium metro,895.00,3313.00
TX,Wharton County,48481,Micropolitan,50.00,541.00
TX,Wichita County,48485,Small metro,495.00,3035.00
TX,Wilbarger County,48487,Micropolitan,47.00,245.00
TX,Williamson County,48491,Large fringe metro,683.00,6196.00
TX,Wilson County,48493,Large fringe metro,44.00,625.00
TX,Wise County,48497,Large fringe metro,159.00,1127.00
TX,Wood County,48499,Noncore,34.00,731.00
TX,Yoakum County,48501,Noncore,10.00,90.00
TX,Young County,48503,Noncore,30.00,403.00
UT,Box Elder County,49003,Medium metro,17.00,602.00
UT,Cache County,49005,Small metro,37.00,919.00
UT,Carbon County,49007,Micropolitan,15.00,355.00
UT,Davis County,49011,Medium metro,156.00,3049.00
UT,Iron County,49021,Micropolitan,19.00,531.00
UT,Salt Lake County,49035,Large central metro,1199.00,13665.00
UT,San Juan County,49037,Noncore,12.00,142.00
UT,Sanpete County,49039,Noncore,10.00,295.00
UT,Sevier County,49041,Noncore,10.00,299.00
UT,Tooele County,49045,Large fringe metro,30.00,589.00
UT,Uintah County,49047,Micropolitan,16.00,381.00
UT,Utah County,49049,Medium metro,456.00,4899.00
UT,Washington County,49053,Small metro,296.00,3023.00
UT,Weber County,49057,Medium metro,280.00,3458.00
VA,Accomack County,51001,Noncore,40.00,686.00
VA,Albemarle County,51003,Small metro,111.00,1704.00
VA,Alleghany County,51005,Noncore,43.00,391.00
VA,Amelia County,51007,Large fringe metro,22.00,231.00
VA,Amherst County,51009,Medium metro,17.00,338.00
VA,Appomattox County,51011,Medium metro,13.00,193.00
VA,Arlington County,51013,Large central metro,343.00,2451.00
VA,Augusta County,51015,Small metro,158.00,1610.00
VA,Bedford County,51019,Medium metro,24.00,1058.00
VA,Botetourt County,51023,Medium metro,10.00,422.00
VA,Buchanan County,51027,Noncore,18.00,332.00
VA,Buckingham County,51029,Small metro,12.00,184.00
VA,Campbell County,51031,Medium metro,20.00,639.00
VA,Caroline County,51033,Large fringe metro,19.00,331.00
VA,Carroll County,51035,Noncore,34.00,421.00
VA,Chesterfield County,51041,Large fringe metro,362.00,4380.00
VA,Culpeper County,51047,Large fringe metro,63.00,674.00
VA,Essex County,51057,Noncore,13.00,235.00
VA,Fairfax County,51059,Large fringe metro,1036.00,9360.00
VA,Fauquier County,51061,Large fringe metro,59.00,827.00
VA,Floyd County,51063,Small metro,14.00,227.00
VA,Fluvanna County,51065,Small metro,11.00,255.00
VA,Franklin County,51067,Medium metro,46.00,840.00
VA,Frederick County,51069,Small metro,35.00,722.00
VA,Giles County,51071,Small metro,11.00,330.00
VA,Gloucester County,51073,Large fringe metro,68.00,807.00
VA,Grayson County,51077,Noncore,17.00,226.00
VA,Greene County,51079,Small metro,11.00,222.00
VA,Halifax County,51083,Noncore,95.00,779.00
VA,Hanover County,51085,Large fringe metro,286.00,2452.00
VA,Henrico County,51087,Large fringe metro,688.00,6200.00
VA,Henry County,51089,Micropolitan,26.00,660.00
VA,Isle of Wight County,51093,Large fringe metro,17.00,424.00
VA,James City County,51095,Large fringe metro,43.00,1222.00
VA,Lancaster County,51103,Noncore,12.00,294.00
VA,Lee County,51105,Noncore,18.00,313.00
VA,Loudoun County,51107,Large fringe metro,282.00,2968.00
VA,Mecklenburg County,51117,Noncore,60.00,774.00
VA,Middlesex County,51119,Noncore,17.00,247.00
VA,Montgomery County,51121,Small metro,126.00,1354.00
VA,Northampton County,51131,Noncore,15.00,233.00
VA,Nottoway County,51135,Noncore,17.00,275.00
VA,Page County,51139,Noncore,46.00,406.00
VA,Patrick County,51141,Noncore,21.00,304.00
VA,Pittsylvania County,51143,Micropolitan,21.00,695.00
VA,Prince Edward County,51147,Noncore,26.00,429.00
VA,Prince William County,51153,Large fringe metro,318.00,3067.00
VA,Pulaski County,51155,Small metro,51.00,630.00
VA,Roanoke County,51161,Medium metro,48.00,1156.00
VA,Rockbridge County,51163,Noncore,19.00,276.00
VA,Rockingham County,51165,Small metro,191.00,1480.00
VA,Scott County,51169,Medium metro,19.00,323.00
VA,Shenandoah County,51171,Noncore,87.00,748.00
VA,Smyth County,51173,Noncore,43.00,592.00
VA,Southampton County,51175,Noncore,17.00,218.00
VA,Spotsylvania County,51177,Large fringe metro,48.00,1209.00
VA,Stafford County,51179,Large fringe metro,21.00,894.00
VA,Tazewell County,51185,Micropolitan,58.00,918.00
VA,Warren County,51187,Large fringe metro,31.00,546.00
VA,Washington County,51191,Medium metro,133.00,1202.00
VA,Wise County,51195,Micropolitan,68.00,585.00
VA,Wythe County,51197,Noncore,58.00,614.00
VA,York County,51199,Large fringe metro,80.00,882.00
VA,Alexandria city,51510,Large central metro,207.00,1502.00
VA,Bristol city,51520,Medium metro,25.00,351.00
VA,Buena Vista city,51530,Noncore,12.00,99.00
VA,Charlottesville city,51540,Small metro,173.00,1902.00
VA,Chesapeake city,51550,Large fringe metro,265.00,3116.00
VA,Colonial Heights city,51570,Large fringe metro,32.00,364.00
VA,Danville city,51590,Micropolitan,162.00,1407.00
VA,Emporia city,51595,Noncore,30.00,190.00
VA,Fairfax city,51600,Large fringe metro,25.00,343.00
VA,Franklin city,51620,Noncore,46.00,276.00
VA,Fredericksburg city,51630,Large fringe metro,156.00,1493.00
VA,Galax city,51640,Noncore,70.00,313.00
VA,Hampton city,51650,Large fringe metro,180.00,2081.00
VA,Harrisonburg city,51660,Small metro,42.00,465.00
VA,Hopewell city,51670,Large fringe metro,98.00,668.00
VA,Lexington city,51678,Noncore,33.00,221.00
VA,Lynchburg city,51680,Medium metro,398.00,2785.00
VA,Manassas city,51683,Large fringe metro,187.00,834.00
VA,Martinsville city,51690,Micropolitan,147.00,774.00
VA,Newport News city,51700,Large fringe metro,307.00,3499.00
VA,Norfolk city,51710,Large central metro,420.00,4914.00
VA,Petersburg city,51730,Large fringe metro,196.00,1417.00
VA,Portsmouth city,51740,Large fringe metro,199.00,1914.00
VA,Radford city,51750,Small metro,13.00,195.00
VA,Richmond city,51760,Large central metro,447.00,5477.00
VA,Roanoke city,51770,Medium metro,440.00,4107.00
VA,Salem city,51775,Medium metro,167.00,1517.00
VA,Staunton city,51790,Small metro,17.00,427.00
VA,Suffolk city,51800,Large fringe metro,257.00,1651.00
VA,Virginia Beach city,51810,Large central metro,339.00,5427.00
VA,Waynesboro city,51820,Small metro,11.00,285.00
VA,Winchester city,51840,Small metro,247.00,1942.00
VT,Bennington County,50003,Micropolitan,15.00,764.00
VT,Chittenden County,50007,Small metro,128.00,2716.00
VT,Franklin County,50011,Small metro,32.00,577.00
VT,Rutland County,50021,Micropolitan,18.00,1074.00
VT,Washington County,50023,Micropolitan,15.00,864.00
WA,Asotin County,53003,Small metro,25.00,353.00
WA,Benton County,53005,Medium metro,318.00,3161.00
WA,Chelan County,53007,Small metro,130.00,1549.00
WA,Clallam County,53009,Micropolitan,10.00,1526.00
WA,Clark County,53011,Large fringe metro,307.00,6596.00
WA,Cowlitz County,53015,Small metro,53.00,2047.00
WA,Franklin County,53021,Medium metro,91.00,536.00
WA,Grant County,53025,Micropolitan,67.00,986.00
WA,Grays Harbor County,53027,Micropolitan,48.00,1200.00
WA,Island County,53029,Micropolitan,32.00,945.00
WA,King County,53033,Large central metro,1672.00,24269.00
WA,Kitsap County,53035,Medium metro,87.00,3329.00
WA,Kittitas County,53037,Micropolitan,29.00,462.00
WA,Lewis County,53041,Micropolitan,47.00,1301.00
WA,Mason County,53045,Micropolitan,23.00,868.00
WA,Okanogan County,53047,Noncore,29.00,579.00
WA,Pierce County,53053,Large fringe metro,734.00,12484.00
WA,Skagit County,53057,Small metro,75.00,2107.00
WA,Snohomish County,53061,Large fringe metro,504.00,8990.00
WA,Spokane County,53063,Medium metro,727.00,9311.00
WA,Stevens County,53065,Medium metro,12.00,532.00
WA,Thurston County,53067,Medium metro,143.00,4119.00
WA,Walla Walla County,53071,Small metro,69.00,1045.00
WA,Whatcom County,53073,Small metro,128.00,3064.00
WA,Whitman County,53075,Micropolitan,39.00,440.00
WA,Yakima County,53077,Small metro,412.00,3492.00
WI,Ashland County,55003,Noncore,22.00,272.00
WI,Barron County,55005,Noncore,64.00,784.00
WI,Brown County,55009,Medium metro,476.00,4622.00
WI,Burnett County,55013,Noncore,14.00,190.00
WI,Calumet County,55015,Small metro,29.00,449.00
WI,Chippewa County,55017,Small metro,67.00,786.00
WI,Clark County,55019,Noncore,33.00,420.00
WI,Columbia County,55021,Medium metro,51.00,805.00
WI,Crawford County,55023,Noncore,10.00,222.00
WI,Dane County,55025,Medium metro,568.00,7548.00
WI,Dodge County,55027,Micropolitan,176.00,1495.00
WI,Door County,55029,Noncore,23.00,472.00
WI,Douglas County,55031,Medium metro,63.00,514.00
WI,Dunn County,55033,Micropolitan,24.00,448.00
WI,Eau Claire County,55035,Small metro,211.00,2150.00
WI,Fond du Lac County,55039,Small metro,154.00,1749.00
WI,Grant County,55043,Micropolitan,56.00,710.00
WI,Green County,55045,Medium metro,33.00,591.00
WI,Green Lake County,55047,Noncore,17.00,358.00
WI,Iowa County,55049,Medium metro,13.00,283.00
WI,Iron County,55051,Noncore,35.00,130.00
WI,Jackson County,55053,Noncore,16.00,292.00
WI,Jefferson County,55055,Micropolitan,79.00,1090.00
WI,Juneau County,55057,Noncore,14.00,330.00
WI,Kenosha County,55059,Large fringe metro,382.00,2659.00
WI,Kewaunee County,55061,Medium metro,20.00,216.00
WI,La Crosse County,55063,Small metro,222.00,2544.00
WI,Langlade County,55067,Noncore,32.00,357.00
WI,Lincoln County,55069,Micropolitan,73.00,492.00
WI,Manitowoc County,55071,Micropolitan,75.00,1254.00
WI,Marathon County,55073,Small metro,321.00,2647.00
WI,Marinette County,55075,Micropolitan,73.00,859.00
WI,Marquette County,55077,Noncore,16.00,238.00
WI,Milwaukee County,55079,Large central metro,1447.00,16571.00
WI,Monroe County,55081,Noncore,35.00,693.00
WI,Oconto County,55083,Medium metro,28.00,444.00
WI,Oneida County,55085,Noncore,78.00,856.00
WI,Outagamie County,55087,Small metro,352.00,2895.00
WI,Ozaukee County,55089,Large fringe metro,202.00,1840.00
WI,Pierce County,55093,Large fringe metro,32.00,396.00
WI,Polk County,55095,Noncore,55.00,661.00
WI,Portage County,55097,Micropolitan,55.00,767.00
WI,Racine County,55101,Small metro,330.00,2887.00
WI,Richland County,55103,Noncore,15.00,276.00
WI,Rock County,55105,Small metro,223.00,2761.00
WI,Rusk County,55107,Noncore,20.00,234.00
WI,St. Croix County,55109,Large fringe metro,58.00,997.00
WI,Sauk County,55111,Micropolitan,55.00,986.00
WI,Sawyer County,55113,Noncore,21.00,315.00
WI,Shawano County,55115,Micropolitan,58.00,656.00
WI,Sheboygan County,55117,Small metro,193.00,1966.00
WI,Taylor County,55119,Noncore,41.00,253.00
WI,Trempealeau County,55121,Noncore,34.00,382.00
WI,Vernon County,55123,Noncore,40.00,485.00
WI,Vilas County,55125,Noncore,16.00,310.00
WI,Walworth County,55127,Micropolitan,126.00,1363.00
WI,Washburn County,55129,Noncore,12.00,304.00
WI,Washington County,55131,Large fringe metro,133.00,1790.00
WI,Waukesha County,55133,Large fringe metro,647.00,6079.00
WI,Waupaca County,55135,Noncore,126.00,993.00
WI,Waushara County,55137,Noncore,11.00,343.00
WI,Winnebago County,55139,Small metro,246.00,2876.00
WI,Wood County,55141,Micropolitan,189.00,2090.00
WV,Berkeley County,54003,Medium metro,143.00,1562.00
WV,Boone County,54005,Small metro,13.00,302.00
WV,Brooke County,54009,Small metro,114.00,662.00
WV,Cabell County,54011,Medium metro,305.00,3342.00
WV,Fayette County,54019,Small metro,29.00,570.00
WV,Grant County,54023,Noncore,17.00,224.00
WV,Greenbrier County,54025,Noncore,66.00,734.00
WV,Hampshire County,54027,Small metro,22.00,299.00
WV,Hancock County,54029,Small metro,26.00,363.00
WV,Hardy County,54031,Noncore,10.00,133.00
WV,Harrison County,54033,Micropolitan,118.00,1533.00
WV,Jackson County,54035,Noncore,23.00,353.00
WV,Jefferson County,54037,Large fringe metro,39.00,860.00
WV,Kanawha County,54039,Small metro,495.00,5079.00
WV,Lewis County,54041,Noncore,14.00,289.00
WV,Logan County,54045,Micropolitan,65.00,710.00
WV,Marion County,54049,Micropolitan,15.00,709.00
WV,Marshall County,54051,Small metro,64.00,460.00
WV,Mason County,54053,Micropolitan,14.00,313.00
WV,Mercer County,54055,Micropolitan,114.00,1327.00
WV,Mineral County,54057,Small metro,49.00,334.00
WV,Monongalia County,54061,Small metro,382.00,2935.00
WV,Ohio County,54069,Small metro,232.00,1718.00
WV,Preston County,54077,Small metro,27.00,394.00
WV,Putnam County,54079,Medium metro,66.00,662.00
WV,Raleigh County,54081,Small metro,135.00,2215.00
WV,Randolph County,54083,Micropolitan,29.00,561.00
WV,Taylor County,54091,Micropolitan,11.00,230.00
WV,Upshur County,54097,Noncore,17.00,318.00
WV,Wayne County,54099,Medium metro,27.00,419.00
WV,Wetzel County,54103,Noncore,12.00,225.00
WV,Wood County,54107,Small metro,189.00,1699.00
WV,Wyoming County,54109,Noncore,14.00,223.00
WY,Albany County,56001,Micropolitan,18.00,339.00
WY,Big Horn County,56003,Noncore,23.00,196.00
WY,Campbell County,56005,Micropolitan,45.00,460.00
WY,Carbon County,56007,Noncore,10.00,182.00
WY,Converse County,56009,Noncore,17.00,172.00
WY,Fremont County,56013,Micropolitan,50.00,628.00
WY,Goshen County,56015,Noncore,19.00,228.00
WY,Johnson County,56019,Noncore,10.00,149.00
WY,Laramie County,56021,Small metro,141.00,1563.00
WY,Natrona County,56025,Small metro,190.00,1607.00
WY,Park County,56029,Noncore,28.00,469.00
WY,Sheridan County,56033,Micropolitan,33.00,489.00
WY,Sweetwater County,56037,Micropolitan,40.00,516.00
WY,Washakie County,56043,Noncore,20.00,135.00
