State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
IL,De Witt County,17039,Small metro,23.00,240.00
IL,Douglas County,17041,Noncore,12.00,216.00
IL,DuPage County,17043,Large fringe metro,1237.00,12209.00
IL,Edgar County,17045,Noncore,46.00,348.00
IL,Effingham County,17049,Micropolitan,64.00,609.00
IL,Fayette County,17051,Noncore,32.00,304.00
IL,Ford County,17053,Small metro,36.00,351.00
IL,Franklin County,17055,Noncore,43.00,569.00
IL,Fulton County,17057,Micropolitan,45.00,723.00
IL,Greene County,17061,Noncore,32.00,191.00
IL,Grundy County,17063,Large fringe metro,88.00,742.00
IL,Hamilton County,17065,Noncore,16.00,169.00
IL,Hancock County,17067,Micropolitan,29.00,279.00
IL,Henderson County,17071,Micropolitan,12.00,93.00
IL,Henry County,17073,Medium metro,55.00,733.00
IL,Iroquois County,17075,Noncore,28.00,481.00
IL,Jackson County,17077,Small metro,130.00,1059.00
IL,Jasper County,17079,Noncore,10.00,88.00
IL,Jefferson County,17081,Micropolitan,132.00,970.00
IL,Jersey County,17083,Large fringe metro,45.00,443.00
IL,Jo Daviess County,17085,Noncore,15.00,301.00
IL,Kane County,17089,Large fringe metro,778.00,6203.00
IL,Kankakee County,17091,Small metro,217.00,2129.00
IL,Kendall County,17093,Large fringe metro,16.00,617.00
IL,Knox County,17095,Micropolitan,157.00,1108.00
IL,Lake County,17097,Large fringe metro,889.00,9114.00
IL,La Salle County,17099,Micropolitan,199.00,1773.00
IL,Lawrence County,17101,Noncore,13.00,184.00
IL,Lee County,17103,Micropolitan,84.00,543.00
IL,Livingston County,17105,Micropolitan,76.00,663.00
IL,Logan County,17107,Micropolitan,38.00,532.00
IL,McDonough County,17109,Micropolitan,50.00,439.00
IL,McHenry County,17111,Large fringe metro,217.00,2837.00
IL,McLean County,17113,Small metro,270.00,2312.00
IL,Macon County,17115,Small metro,219.00,2159.00
IL,Macoupin County,17117,Large fringe metro,63.00,748.00
IL,Madison County,17119,Large fringe metro,447.00,4575.00
IL,Marion County,17121,Micropolitan,79.00,822.00
IL,Mason County,17125,Noncore,24.00,231.00
IL,Massac County,17127,Micropolitan,37.00,311.00
IL,Menard County,17129,Small metro,13.00,143.00
IL,Mercer County,17131,Medium metro,13.00,246.00
IL,Monroe County,17133,Large fringe metro,30.00,353.00
IL,Montgomery County,17135,Noncore,60.00,489.00
IL,Morgan County,17137,Micropolitan,97.00,660.00
IL,Ogle County,17141,Micropolitan,35.00,785.00
IL,Peoria County,17143,Medium metro,751.00,5302.00
IL,Perry County,17145,Noncore,41.00,330.00
IL,Piatt County,17147,Small metro,14.00,250.00
IL,Pike County,17149,Noncore,29.00,258.00
IL,Randolph County,17157,Noncore,80.00,553.00
IL,Richland County,17159,Noncore,45.00,369.00
IL,Rock Island County,17161,Medium metro,306.00,2683.00
IL,St. Clair County,17163,Large fringe metro,501.00,4342.00
IL,Saline County,17165,Noncore,54.00,552.00
IL,Sangamon County,17167,Small metro,440.00,4559.00
IL,Schuyler County,17169,Noncore,16.00,155.00
IL,Stark County,17175,Medium metro,15.00,106.00
IL,Stephenson County,17177,Micropolitan,99.00,947.00
IL,Tazewell County,17179,Medium metro,132.00,1754.00
IL,Union County,17181,Noncore,21.00,316.00
IL,Vermilion County,17183,Small metro,102.00,1365.00
IL,Warren County,17187,Noncore,26.00,257.00
IL,Washington County,17189,Noncore,26.00,186.00
IL,Wayne County,17191,Noncore,32.00,248.00
IL,White County,17193,Noncore,24.00,293.00
IL,Whiteside County,17195,Micropolitan,187.00,1138.00
IL,Will County,17197,Large fringe metro,858.00,7920.00
IL,Williamson County,17199,Small metro,142.00,1508.00
IL,Winnebago County,17201,Medium metro,615.00,5849.00
IL,Woodford County,17203,Medium metro,51.00,539.00
IN,Adams County,18001,Micropolitan,35.00,412.00
IN,Allen County,18003,Medium metro,1041.00,8001.00
IN,Bartholomew County,18005,Small metro,206.00,1528.00
IN,Blackford County,18009,Noncore,14.00,194.00
IN,Boone County,18011,Large fringe metro,98.00,793.00
IN,Brown County,18013,Large fringe metro,26.00,217.00
IN,Cass County,18017,Micropolitan,70.00,567.00
IN,Clark County,18019,Large fringe metro,177.00,1789.00
IN,Clay County,18021,Small metro,20.00,360.00
IN,Clinton County,18023,Micropolitan,31.00,513.00
IN,Daviess County,18027,Micropolitan,59.00,500.00
IN,Dearborn County,18029,Large fringe metro,89.00,698.00
IN,Decatur County,18031,Micropolitan,64.00,452.00
IN,DeKalb County,18033,Micropolitan,74.00,657.00
IN,Delaware County,18035,Small metro,278.00,2630.00
IN,Dubois County,18037,Micropolitan,106.00,838.00
IN,Elkhart County,18039,Small metro,491.00,3189.00
IN,Fayette County,18041,Micropolitan,29.00,349.00
IN,Floyd County,18043,Large fringe metro,251.00,1900.00
IN,Fountain County,18045,Noncore,25.00,245.00
IN,Fulton County,18049,Noncore,25.00,304.00
IN,Gibson County,18051,Noncore,39.00,363.00
IN,Grant County,18053,Micropolitan,145.00,1311.00
IN,Greene County,18055,Noncore,67.00,433.00
IN,Hamilton County,18057,Large fringe metro,403.00,3453.00
IN,Hancock County,18059,Large fringe metro,117.00,1059.00
IN,Harrison County,18061,Large fringe metro,47.00,585.00
IN,Hendricks County,18063,Large fringe metro,389.00,2663.00
IN,Henry County,18065,Micropolitan,55.00,785.00
IN,Howard County,18067,Small metro,250.00,1937.00
IN,Huntington County,18069,Micropolitan,45.00,535.00
IN,Jackson County,18071,Micropolitan,81.00,731.00
IN,Jasper County,18073,Large fringe metro,23.00,392.00
IN,Jay County,18075,Noncore,11.00,241.00
IN,Jefferson County,18077,Micropolitan,80.00,551.00
IN,Jennings County,18079,Micropolitan,20.00,332.00
IN,Johnson County,18081,Large fringe metro,215.00,2006.00
IN,Knox County,18083,Micropolitan,144.00,926.00
IN,Kosciusko County,18085,Micropolitan,61.00,990.00
IN,LaGrange County,18087,Noncore,53.00,351.00
IN,Lake County,18089,Large fringe metro,1289.00,10520.00
IN,LaPorte County,18091,Small metro,211.00,2033.00
IN,Lawrence County,18093,Micropolitan,76.00,732.00
IN,Madison County,18095,Large fringe metro,316.00,2488.00
IN,Marion County,18097,Large central metro,2390.00,19013.00
IN,Marshall County,18099,Micropolitan,96.00,712.00
IN,Martin County,18101,Noncore,13.00,107.00
IN,Miami County,18103,Micropolitan,36.00,516.00
IN,Monroe County,18105,Small metro,281.00,2294.00
IN,Montgomery County,18107,Micropolitan,49.00,542.00
IN,Morgan County,18109,Large fringe metro,76.00,939.00
IN,Newton County,18111,Large fringe metro,20.00,196.00
IN,Noble County,18113,Micropolitan,56.00,631.00
IN,Orange County,18117,Noncore,35.00,300.00
IN,Owen County,18119,Small metro,34.00,246.00
IN,Perry County,18123,Noncore,27.00,280.00
IN,Pike County,18125,Micropolitan,24.00,196.00
IN,Porter County,18127,Large fringe metro,269.00,2780.00
IN,Posey County,18129,Medium metro,10.00,237.00
IN,Pulaski County,18131,Noncore,31.00,215.00
IN,Putnam County,18133,Large fringe metro,34.00,522.00
IN,Randolph County,18135,Noncore,35.00,356.00
IN,Ripley County,18137,Noncore,56.00,502.00
IN,St. Joseph County,18141,Medium metro,562.00,5208.00
IN,Scott County,18143,Large fringe metro,21.00,436.00
IN,Shelby County,18145,Large fringe metro,86.00,692.00
IN,Spencer County,18147,Noncore,11.00,222.00
IN,Starke County,18149,Noncore,20.00,328.00
IN,Steuben County,18151,Micropolitan,27.00,422.00
IN,Sullivan County,18153,Small metro,24.00,302.00
IN,Tippecanoe County,18157,Small metro,343.00,2691.00
IN,Tipton County,18159,Noncore,37.00,255.00
IN,Vanderburgh County,18163,Medium metro,591.00,4754.00
IN,Vermillion County,18165,Small metro,20.00,254.00
IN,Vigo County,18167,Small metro,324.00,2563.00
IN,Wabash County,18169,Micropolitan,60.00,674.00
IN,Warren County,18171,Noncore,12.00,140.00
IN,Warrick County,18173,Medium metro,295.00,1773.00
IN,Washington County,18175,Large fringe metro,15.00,343.00
IN,Wayne County,18177,Micropolitan,269.00,1892.00
IN,Wells County,18179,Medium metro,50.00,448.00
IN,White County,18181,Noncore,26.00,401.00
IN,Whitley County,18183,Medium metro,29.00,433.00
KS,Anderson County,20003,Noncore,11.00,106.00
KS,Barton County,20009,Micropolitan,24.00,402.00
KS,Brown County,20013,Noncore,23.00,193.00
KS,Butler County,20015,Medium metro,48.00,992.00
KS,Cherokee County,20021,Noncore,12.00,288.00
KS,Clay County,20027,Noncore,22.00,152.00
KS,Cloud County,20029,Noncore,23.00,192.00
KS,Coffey County,20031,Noncore,12.00,138.00
KS,Comanche County,20033,Noncore,10.00,45.00
KS,Cowley County,20035,Micropolitan,77.00,602.00
KS,Crawford County,20037,Micropolitan,92.00,805.00
KS,Dickinson County,20041,Noncore,39.00,328.00
KS,Doniphan County,20043,Small metro,14.00,101.00
KS,Douglas County,20045,Small metro,81.00,1242.00
KS,Ellis County,20051,Micropolitan,135.00,640.00
KS,Ellsworth County,20053,Noncore,19.00,124.00
KS,Finney County,20055,Micropolitan,91.00,470.00
KS,Ford County,20057,Micropolitan,73.00,409.00
KS,Franklin County,20059,Micropolitan,25.00,364.00
KS,Geary County,20061,Micropolitan,37.00,269.00
KS,Gove County,20063,Noncore,20.00,67.00
KS,Harper County,20077,Noncore,13.00,115.00
KS,Harvey County,20079,Medium metro,67.00,688.00
KS,Haskell County,20081,Noncore,10.00,34.00
KS,Jefferson County,20087,Small metro,28.00,205.00
KS,Johnson County,20091,Large fringe metro,805.00,7524.00
KS,Kearny County,20093,Micropolitan,10.00,62.00
KS,Kingman County,20095,Medium metro,10.00,123.00
KS,Labette County,20099,Micropolitan,43.00,383.00
KS,Leavenworth County,20103,Large fringe metro,42.00,777.00
KS,Lyon County,20111,Micropolitan,58.00,419.00
KS,McPherson County,20113,Micropolitan,56.00,547.00
KS,Marshall County,20117,Noncore,24.00,151.00
KS,Miami County,20121,Large fringe metro,17.00,375.00
KS,Mitchell County,20123,Noncore,18.00,149.00
KS,Montgomery County,20125,Micropolitan,66.00,612.00
KS,Morris County,20127,Noncore,16.00,108.00
KS,Nemaha County,20131,Noncore,46.00,243.00
KS,Neosho County,20133,Noncore,21.00,310.00
KS,Ness County,20135,Noncore,13.00,67.00
KS,Norton County,20137,Noncore,26.00,100.00
KS,Phillips County,20147,Noncore,16.00,92.00
KS,Pottawatomie County,20149,Small metro,23.00,209.00
KS,Pratt County,20151,Noncore,23.00,185.00
KS,Reno County,20155,Micropolitan,158.00,1294.00
KS,Riley County,20161,Small metro,52.00,713.00
KS,Rooks County,20163,Noncore,12.00,74.00
KS,Russell County,20167,Noncore,15.00,137.00
KS,Saline County,20169,Micropolitan,165.00,1198.00
KS,Scott County,20171,Noncore,20.00,87.00
KS,Sedgwick County,20173,Medium metro,1044.00,10072.00
KS,Seward County,20175,Micropolitan,42.00,243.00
KS,Shawnee County,20177,Small metro,478.00,3983.00
KS,Sumner County,20191,Medium metro,26.00,352.00
KS,Thomas County,20193,Noncore,12.00,90.00
KS,Wilson County,20205,Noncore,14.00,157.00
KS,Wyandotte County,20209,Large fringe metro,484.00,3501.00
KY,Adair County,21001,Noncore,11.00,247.00
KY,Allen County,21003,Small metro,25.00,242.00
KY,Barren County,21009,Micropolitan,129.00,981.00
KY,Bell County,21013,Micropolitan,48.00,515.00
KY,Boone County,21015,Large fringe metro,98.00,1336.00
KY,Bourbon County,21017,Medium metro,10.00,268.00
KY,Boyd County,21019,Medium metro,226.00,1963.00
KY,Boyle County,21021,Micropolitan,188.00,962.00
KY,Breathitt County,21025,Noncore,16.00,227.00
KY,Bullitt County,21029,Large fringe metro,19.00,633.00
KY,Caldwell County,21033,Noncore,19.00,220.00
KY,Calloway County,21035,Micropolitan,47.00,640.00
KY,Campbell County,21037,Large fringe metro,224.00,1362.00
KY,Carter County,21043,Noncore,14.00,260.00
KY,Casey County,21045,Noncore,14.00,237.00
KY,Christian County,21047,Medium metro,87.00,902.00
KY,Clark County,21049,Medium metro,37.00,627.00
KY,Clay County,21051,Noncore,29.00,334.00
KY,Clinton County,21053,Noncore,10.00,155.00
KY,Crittenden County,21055,Noncore,11.00,130.00
KY,Cumberland County,21057,Noncore,10.00,148.00
KY,Daviess County,21059,Small metro,296.00,2305.00
KY,Edmonson County,21061,Small metro,11.00,141.00
KY,Fayette County,21067,Medium metro,693.00,8486.00
KY,Fleming County,21069,Noncore,11.00,172.00
KY,Floyd County,21071,Noncore,69.00,778.00
KY,Franklin County,21073,Micropolitan,66.00,965.00
KY,Gallatin County,21077,Large fringe metro,10.00,126.00
KY,Garrard County,21079,Noncore,16.00,205.00
KY,Graves County,21083,Micropolitan,97.00,706.00
KY,Grayson County,21085,Noncore,23.00,421.00
KY,Greenup County,21089,Medium metro,24.00,467.00
KY,Hardin County,21093,Small metro,201.00,1943.00
KY,Harlan County,21095,Noncore,36.00,627.00
KY,Harrison County,21097,Noncore,24.00,352.00
KY,Hart County,21099,Noncore,18.00,270.00
KY,Henderson County,21101,Medium metro,48.00,782.00
KY,Hopkins County,21107,Micropolitan,175.00,1148.00
KY,Jefferson County,21111,Large central metro,1964.00,18411.00
KY,Jessamine County,21113,Medium metro,30.00,521.00
KY,Johnson County,21115,Noncore,12.00,398.00
KY,Kenton County,21117,Large fringe metro,181.00,3031.00
KY,Knox County,21121,Micropolitan,30.00,471.00
KY,Laurel County,21125,Micropolitan,87.00,1114.00
KY,Lawrence County,21127,Noncore,23.00,269.00
KY,Lee County,21129,Noncore,17.00,143.00
KY,Letcher County,21133,Noncore,30.00,330.00
KY,Lewis County,21135,Noncore,13.00,148.00
KY,Lincoln County,21137,Micropolitan,15.00,369.00
KY,Livingston County,21139,Micropolitan,12.00,167.00
KY,Logan County,21141,Noncore,24.00,325.00
KY,McCracken County,21145,Micropolitan,306.00,2344.00
KY,Madison County,21151,Micropolitan,100.00,1381.00
KY,Marion County,21155,Noncore,31.00,291.00
KY,Marshall County,21157,Noncore,20.00,506.00
KY,Mason County,21161,Micropolitan,56.00,545.00
KY,Meade County,21163,Small metro,10.00,242.00
KY,Mercer County,21167,Noncore,27.00,372.00
KY,Monroe County,21171,Noncore,23.00,160.00
KY,Montgomery County,21173,Micropolitan,23.00,451.00
KY,Muhlenberg County,21177,Noncore,26.00,437.00
KY,Nelson County,21179,Micropolitan,30.00,595.00
KY,Ohio County,21183,Noncore,21.00,361.00
KY,Oldham County,21185,Large fringe metro,37.00,487.00
KY,Perry County,21193,Noncore,116.00,1461.00
KY,Pike County,21195,Noncore,245.00,2177.00
KY,Pulaski County,21199,Micropolitan,152.00,1604.00
KY,Rockcastle County,21203,Micropolitan,39.00,369.00
KY,Rowan County,21205,Noncore,36.00,530.00
KY,Russell County,21207,Noncore,30.00,329.00
KY,Scott County,21209,Medium metro,27.00,568.00
KY,Shelby County,21211,Large fringe metro,30.00,415.00
KY,Simpson County,21213,Noncore,19.00,223.00
KY,Spencer County,21215,Large fringe metro,10.00,165.00
KY,Taylor County,21217,Micropolitan,33.00,446.00
KY,Warren County,21227,Small metro,407.00,2810.00
KY,Washington County,21229,Noncore,20.00,152.00
KY,Wayne County,21231,Noncore,25.00,293.00
KY,Whitley County,21235,Micropolitan,111.00,876.00
LA,Acadia Parish,22001,Medium metro,99.00,1025.00
LA,Allen Parish,22003,Noncore,37.00,376.00
LA,Ascension Parish,22005,Medium metro,72.00,962.00
LA,Avoyelles Parish,22009,Noncore,41.00,676.00
LA,Beauregard Parish,22011,Micropolitan,45.00,478.00
LA,Bienville Parish,22013,Noncore,14.00,249.00
LA,Bossier Parish,22015,Medium metro,209.00,1740.00
LA,Caddo Parish,22017,Medium metro,1172.00,7055.00
LA,Calcasieu Parish,22019,Small metro,428.00,3596.00
LA,Caldwell Parish,22021,Noncore,11.00,163.00
LA,Claiborne Parish,22027,Noncore,37.00,261.00
LA,Concordia Parish,22029,Micropolitan,20.00,333.00
LA,De Soto Parish,22031,Medium metro,19.00,275.00
LA,East Baton Rouge Parish,22033,Medium metro,1388.00,9971.00
LA,East Feliciana Parish,22037,Medium metro,28.00,252.00
LA,Evangeline Parish,22039,Noncore,61.00,562.00
LA,Franklin Parish,22041,Noncore,32.00,326.00
LA,Grant Parish,22043,Small metro,18.00,292.00
LA,Iberia Parish,22045,Medium metro,90.00,1213.00
LA,Iberville Parish,22047,Medium metro,14.00,403.00
LA,Jefferson Parish,22051,Large fringe metro,1256.00,9389.00
LA,Jefferson Davis Parish,22053,Noncore,78.00,656.00
LA,Lafayette Parish,22055,Medium metro,554.00,4774.00
LA,Lafourche Parish,22057,Small metro,199.00,1596.00
LA,La Salle Parish,22059,Noncore,24.00,267.00
